"Geography Type Description","Geography Name","Sits in State","GeoID","Formatted GeoID","Population","Data Time Period","Geographic Vintage","Data Source","Selected Location"
"County","Custer","NE","31041","=""31041""","10544","2019-2023","2022","Census","United States"
"County","Dakota","NE","31043","=""31043""","21331","2019-2023","2022","Census","United States"
"County","Dawes","NE","31045","=""31045""","8212","2019-2023","2022","Census","United States"
"County","Dawson","NE","31047","=""31047""","24020","2019-2023","2022","Census","United States"
"County","Deuel","NE","31049","=""31049""","1865","2019-2023","2022","Census","United States"
"County","Dixon","NE","31051","=""31051""","5561","2019-2023","2022","Census","United States"
"County","Dodge","NE","31053","=""31053""","37146","2019-2023","2022","Census","United States"
"County","Douglas","NE","31055","=""31055""","585461","2019-2023","2022","Census","United States"
"County","Dundy","NE","31057","=""31057""","1811","2019-2023","2022","Census","United States"
"County","Fillmore","NE","31059","=""31059""","5551","2019-2023","2022","Census","United States"
"County","Franklin","NE","31061","=""31061""","2868","2019-2023","2022","Census","United States"
"County","Frontier","NE","31063","=""31063""","2562","2019-2023","2022","Census","United States"
"County","Furnas","NE","31065","=""31065""","4605","2019-2023","2022","Census","United States"
"County","Gage","NE","31067","=""31067""","21646","2019-2023","2022","Census","United States"
"County","Garden","NE","31069","=""31069""","1620","2019-2023","2022","Census","United States"
"County","Garfield","NE","31071","=""31071""","1797","2019-2023","2022","Census","United States"
"County","Gosper","NE","31073","=""31073""","1929","2019-2023","2022","Census","United States"
"County","Grant","NE","31075","=""31075""","695","2019-2023","2022","Census","United States"
"County","Greeley","NE","31077","=""31077""","2211","2019-2023","2022","Census","United States"
"County","Hall","NE","31079","=""31079""","62431","2019-2023","2022","Census","United States"
"County","Hamilton","NE","31081","=""31081""","9438","2019-2023","2022","Census","United States"
"County","Harlan","NE","31083","=""31083""","3006","2019-2023","2022","Census","United States"
"County","Hayes","NE","31085","=""31085""","854","2019-2023","2022","Census","United States"
"County","Hitchcock","NE","31087","=""31087""","2601","2019-2023","2022","Census","United States"
"County","Holt","NE","31089","=""31089""","10093","2019-2023","2022","Census","United States"
"County","Hooker","NE","31091","=""31091""","613","2019-2023","2022","Census","United States"
"County","Howard","NE","31093","=""31093""","6492","2019-2023","2022","Census","United States"
"County","Jefferson","NE","31095","=""31095""","7155","2019-2023","2022","Census","United States"
"County","Johnson","NE","31097","=""31097""","5263","2019-2023","2022","Census","United States"
"County","Kearney","NE","31099","=""31099""","6697","2019-2023","2022","Census","United States"
"County","Keith","NE","31101","=""31101""","8239","2019-2023","2022","Census","United States"
"County","Keya Paha","NE","31103","=""31103""","939","2019-2023","2022","Census","United States"
"County","Kimball","NE","31105","=""31105""","3348","2019-2023","2022","Census","United States"
"County","Knox","NE","31107","=""31107""","8362","2019-2023","2022","Census","United States"
"County","Lancaster","NE","31109","=""31109""","323673","2019-2023","2022","Census","United States"
"County","Lincoln","NE","31111","=""31111""","34122","2019-2023","2022","Census","United States"
"County","Logan","NE","31113","=""31113""","812","2019-2023","2022","Census","United States"
"County","Loup","NE","31115","=""31115""","564","2019-2023","2022","Census","United States"
"County","McPherson","NE","31117","=""31117""","463","2019-2023","2022","Census","United States"
"County","Madison","NE","31119","=""31119""","35535","2019-2023","2022","Census","United States"
"County","Merrick","NE","31121","=""31121""","7696","2019-2023","2022","Census","United States"
"County","Morrill","NE","31123","=""31123""","4544","2019-2023","2022","Census","United States"
"County","Nance","NE","31125","=""31125""","3342","2019-2023","2022","Census","United States"
"County","Nemaha","NE","31127","=""31127""","7035","2019-2023","2022","Census","United States"
"County","Nuckolls","NE","31129","=""31129""","4089","2019-2023","2022","Census","United States"
"County","Otoe","NE","31131","=""31131""","16075","2019-2023","2022","Census","United States"
"County","Pawnee","NE","31133","=""31133""","2539","2019-2023","2022","Census","United States"
"County","Perkins","NE","31135","=""31135""","2835","2019-2023","2022","Census","United States"
"County","Phelps","NE","31137","=""31137""","8983","2019-2023","2022","Census","United States"
"County","Pierce","NE","31139","=""31139""","7312","2019-2023","2022","Census","United States"
"County","Platte","NE","31141","=""31141""","34358","2019-2023","2022","Census","United States"
"County","Polk","NE","31143","=""31143""","5209","2019-2023","2022","Census","United States"
"County","Red Willow","NE","31145","=""31145""","10611","2019-2023","2022","Census","United States"
"County","Richardson","NE","31147","=""31147""","7797","2019-2023","2022","Census","United States"
"County","Rock","NE","31149","=""31149""","1335","2019-2023","2022","Census","United States"
"County","Saline","NE","31151","=""31151""","14642","2019-2023","2022","Census","United States"
"County","Sarpy","NE","31153","=""31153""","194051","2019-2023","2022","Census","United States"
"County","Saunders","NE","31155","=""31155""","22761","2019-2023","2022","Census","United States"
"County","Scotts Bluff","NE","31157","=""31157""","35937","2019-2023","2022","Census","United States"
"County","Seward","NE","31159","=""31159""","17636","2019-2023","2022","Census","United States"
"County","Sheridan","NE","31161","=""31161""","5058","2019-2023","2022","Census","United States"
"County","Sherman","NE","31163","=""31163""","2974","2019-2023","2022","Census","United States"
"County","Sioux","NE","31165","=""31165""","1197","2019-2023","2022","Census","United States"
"County","Stanton","NE","31167","=""31167""","5835","2019-2023","2022","Census","United States"
"County","Thayer","NE","31169","=""31169""","4938","2019-2023","2022","Census","United States"
"County","Thomas","NE","31171","=""31171""","626","2019-2023","2022","Census","United States"
"County","Thurston","NE","31173","=""31173""","6666","2019-2023","2022","Census","United States"
"County","Valley","NE","31175","=""31175""","4094","2019-2023","2022","Census","United States"
"County","Washington","NE","31177","=""31177""","20989","2019-2023","2022","Census","United States"
"County","Wayne","NE","31179","=""31179""","9786","2019-2023","2022","Census","United States"
"County","Webster","NE","31181","=""31181""","3385","2019-2023","2022","Census","United States"
"County","Wheeler","NE","31183","=""31183""","785","2019-2023","2022","Census","United States"
"County","York","NE","31185","=""31185""","14231","2019-2023","2022","Census","United States"
"County","Churchill","NV","32001","=""32001""","25614","2019-2023","2022","Census","United States"
"County","Clark","NV","32003","=""32003""","2293764","2019-2023","2022","Census","United States"
"County","Douglas","NV","32005","=""32005""","49624","2019-2023","2022","Census","United States"
"County","Elko","NV","32007","=""32007""","53852","2019-2023","2022","Census","United States"
"County","Esmeralda","NV","32009","=""32009""","962","2019-2023","2022","Census","United States"
"County","Eureka","NV","32011","=""32011""","1660","2019-2023","2022","Census","United States"
"County","Humboldt","NV","32013","=""32013""","17299","2019-2023","2022","Census","United States"
"County","Lander","NV","32015","=""32015""","5745","2019-2023","2022","Census","United States"
"County","Lincoln","NV","32017","=""32017""","4452","2019-2023","2022","Census","United States"
"County","Lyon","NV","32019","=""32019""","60630","2019-2023","2022","Census","United States"
"County","Mineral","NV","32021","=""32021""","4557","2019-2023","2022","Census","United States"
"County","Nye","NV","32023","=""32023""","53207","2019-2023","2022","Census","United States"
"County","Pershing","NV","32027","=""32027""","6505","2019-2023","2022","Census","United States"
"County","Storey","NV","32029","=""32029""","4139","2019-2023","2022","Census","United States"
"County","Washoe","NV","32031","=""32031""","491770","2019-2023","2022","Census","United States"
"County","White Pine","NV","32033","=""32033""","8856","2019-2023","2022","Census","United States"
"County","Carson City","NV","32510","=""32510""","58364","2019-2023","2022","Census","United States"
"County","Belknap","NH","33001","=""33001""","64300","2019-2023","2022","Census","United States"
"County","Carroll","NH","33003","=""33003""","51259","2019-2023","2022","Census","United States"
"County","Cheshire","NH","33005","=""33005""","76945","2019-2023","2022","Census","United States"
"County","Coos","NH","33007","=""33007""","31386","2019-2023","2022","Census","United States"
"County","Grafton","NH","33009","=""33009""","91759","2019-2023","2022","Census","United States"
"County","Hillsborough","NH","33011","=""33011""","424732","2019-2023","2022","Census","United States"
"County","Merrimack","NH","33013","=""33013""","155018","2019-2023","2022","Census","United States"
"County","Rockingham","NH","33015","=""33015""","317163","2019-2023","2022","Census","United States"
"County","Strafford","NH","33017","=""33017""","131743","2019-2023","2022","Census","United States"
"County","Sullivan","NH","33019","=""33019""","43529","2019-2023","2022","Census","United States"
"County","Atlantic","NJ","34001","=""34001""","274704","2019-2023","2022","Census","United States"
"County","Bergen","NJ","34003","=""34003""","954717","2019-2023","2022","Census","United States"
"County","Burlington","NJ","34005","=""34005""","464226","2019-2023","2022","Census","United States"
"County","Camden","NJ","34007","=""34007""","524042","2019-2023","2022","Census","United States"
"County","Cape May","NJ","34009","=""34009""","95236","2019-2023","2022","Census","United States"
"County","Cumberland","NJ","34011","=""34011""","152915","2019-2023","2022","Census","United States"
"County","Essex","NJ","34013","=""34013""","854130","2019-2023","2022","Census","United States"
"County","Gloucester","NJ","34015","=""34015""","304504","2019-2023","2022","Census","United States"
"County","Hudson","NJ","34017","=""34017""","710478","2019-2023","2022","Census","United States"
"County","Hunterdon","NJ","34019","=""34019""","129448","2019-2023","2022","Census","United States"
"County","Mercer","NJ","34021","=""34021""","383286","2019-2023","2022","Census","United States"
"County","Middlesex","NJ","34023","=""34023""","861535","2019-2023","2022","Census","United States"
"County","Monmouth","NJ","34025","=""34025""","643615","2019-2023","2022","Census","United States"
"County","Morris","NJ","34027","=""34027""","510375","2019-2023","2022","Census","United States"
"County","Ocean","NJ","34029","=""34029""","646434","2019-2023","2022","Census","United States"
"County","Passaic","NJ","34031","=""34031""","518289","2019-2023","2022","Census","United States"
"County","Salem","NJ","34033","=""34033""","64973","2019-2023","2022","Census","United States"
"County","Somerset","NJ","34035","=""34035""","346203","2019-2023","2022","Census","United States"
"County","Sussex","NJ","34037","=""34037""","145117","2019-2023","2022","Census","United States"
"County","Union","NJ","34039","=""34039""","572549","2019-2023","2022","Census","United States"
"County","Warren","NJ","34041","=""34041""","110238","2019-2023","2022","Census","United States"
"County","Bernalillo","NM","35001","=""35001""","674357","2019-2023","2022","Census","United States"
"County","Catron","NM","35003","=""35003""","3685","2019-2023","2022","Census","United States"
"County","Chaves","NM","35005","=""35005""","64446","2019-2023","2022","Census","United States"
"County","Cibola","NM","35006","=""35006""","27059","2019-2023","2022","Census","United States"
"County","Colfax","NM","35007","=""35007""","12336","2019-2023","2022","Census","United States"
"County","Curry","NM","35009","=""35009""","47932","2019-2023","2022","Census","United States"
"County","De Baca","NM","35011","=""35011""","1580","2019-2023","2022","Census","United States"
"County","Doña Ana","NM","35013","=""35013""","221665","2019-2023","2022","Census","United States"
"County","Eddy","NM","35015","=""35015""","61114","2019-2023","2022","Census","United States"
"County","Grant","NM","35017","=""35017""","27856","2019-2023","2022","Census","United States"
"County","Guadalupe","NM","35019","=""35019""","4379","2019-2023","2022","Census","United States"
"County","Harding","NM","35021","=""35021""","748","2019-2023","2022","Census","United States"
"County","Hidalgo","NM","35023","=""35023""","4097","2019-2023","2022","Census","United States"
"County","Lea","NM","35025","=""35025""","73154","2019-2023","2022","Census","United States"
"County","Lincoln","NM","35027","=""35027""","20227","2019-2023","2022","Census","United States"
"County","Los Alamos","NM","35028","=""35028""","19374","2019-2023","2022","Census","United States"
"County","Luna","NM","35029","=""35029""","25420","2019-2023","2022","Census","United States"
"County","McKinley","NM","35031","=""35031""","71172","2019-2023","2022","Census","United States"
"County","Mora","NM","35033","=""35033""","4176","2019-2023","2022","Census","United States"
"County","Otero","NM","35035","=""35035""","68235","2019-2023","2022","Census","United States"
"County","Quay","NM","35037","=""35037""","8616","2019-2023","2022","Census","United States"
"County","Rio Arriba","NM","35039","=""35039""","40165","2019-2023","2022","Census","United States"
"County","Roosevelt","NM","35041","=""35041""","19002","2019-2023","2022","Census","United States"
"County","Sandoval","NM","35043","=""35043""","151538","2019-2023","2022","Census","United States"
"County","San Juan","NM","35045","=""35045""","121178","2019-2023","2022","Census","United States"
"County","San Miguel","NM","35047","=""35047""","27036","2019-2023","2022","Census","United States"
"County","Santa Fe","NM","35049","=""35049""","155175","2019-2023","2022","Census","United States"
"County","Sierra","NM","35051","=""35051""","11511","2019-2023","2022","Census","United States"
"County","Socorro","NM","35053","=""35053""","16308","2019-2023","2022","Census","United States"
"County","Taos","NM","35055","=""35055""","34516","2019-2023","2022","Census","United States"
"County","Torrance","NM","35057","=""35057""","15290","2019-2023","2022","Census","United States"
"County","Union","NM","35059","=""35059""","4039","2019-2023","2022","Census","United States"
"County","Valencia","NM","35061","=""35061""","77382","2019-2023","2022","Census","United States"
"County","Albany","NY","36001","=""36001""","315374","2019-2023","2022","Census","United States"
"County","Allegany","NY","36003","=""36003""","47027","2019-2023","2022","Census","United States"
"County","Bronx","NY","36005","=""36005""","1419250","2019-2023","2022","Census","United States"
"County","Broome","NY","36007","=""36007""","197738","2019-2023","2022","Census","United States"
"County","Cattaraugus","NY","36009","=""36009""","76479","2019-2023","2022","Census","United States"
"County","Cayuga","NY","36011","=""36011""","75464","2019-2023","2022","Census","United States"
"County","Chautauqua","NY","36013","=""36013""","126329","2019-2023","2022","Census","United States"
"County","Chemung","NY","36015","=""36015""","82805","2019-2023","2022","Census","United States"
"County","Chenango","NY","36017","=""36017""","46685","2019-2023","2022","Census","United States"
"County","Clinton","NY","36019","=""36019""","78961","2019-2023","2022","Census","United States"
"County","Columbia","NY","36021","=""36021""","61245","2019-2023","2022","Census","United States"
"County","Cortland","NY","36023","=""36023""","46401","2019-2023","2022","Census","United States"
"County","Delaware","NY","36025","=""36025""","44551","2019-2023","2022","Census","United States"
"County","Dutchess","NY","36027","=""36027""","297144","2019-2023","2022","Census","United States"
"County","Erie","NY","36029","=""36029""","950044","2019-2023","2022","Census","United States"
"County","Essex","NY","36031","=""36031""","37077","2019-2023","2022","Census","United States"
"County","Franklin","NY","36033","=""36033""","47066","2019-2023","2022","Census","United States"
"County","Fulton","NY","36035","=""36035""","52787","2019-2023","2022","Census","United States"
"County","Genesee","NY","36037","=""36037""","57943","2019-2023","2022","Census","United States"
"County","Greene","NY","36039","=""36039""","47554","2019-2023","2022","Census","United States"
"County","Hamilton","NY","36041","=""36041""","5102","2019-2023","2022","Census","United States"
"County","Herkimer","NY","36043","=""36043""","59932","2019-2023","2022","Census","United States"
"County","Jefferson","NY","36045","=""36045""","116130","2019-2023","2022","Census","United States"
"County","Kings","NY","36047","=""36047""","2646306","2019-2023","2022","Census","United States"
"County","Lewis","NY","36049","=""36049""","26618","2019-2023","2022","Census","United States"
"County","Livingston","NY","36051","=""36051""","61588","2019-2023","2022","Census","United States"
"County","Madison","NY","36053","=""36053""","67572","2019-2023","2022","Census","United States"
"County","Monroe","NY","36055","=""36055""","754068","2019-2023","2022","Census","United States"
"County","Montgomery","NY","36057","=""36057""","49461","2019-2023","2022","Census","United States"
"County","Nassau","NY","36059","=""36059""","1388138","2019-2023","2022","Census","United States"
"County","New York","NY","36061","=""36061""","1627788","2019-2023","2022","Census","United States"
"County","Niagara","NY","36063","=""36063""","211341","2019-2023","2022","Census","United States"
"County","Oneida","NY","36065","=""36065""","229645","2019-2023","2022","Census","United States"
"County","Onondaga","NY","36067","=""36067""","471611","2019-2023","2022","Census","United States"
"County","Ontario","NY","36069","=""36069""","112405","2019-2023","2022","Census","United States"
"County","Orange","NY","36071","=""36071""","403840","2019-2023","2022","Census","United States"
"County","Orleans","NY","36073","=""36073""","39686","2019-2023","2022","Census","United States"
"County","Oswego","NY","36075","=""36075""","117945","2019-2023","2022","Census","United States"
"County","Otsego","NY","36077","=""36077""","59738","2019-2023","2022","Census","United States"
"County","Putnam","NY","36079","=""36079""","97988","2019-2023","2022","Census","United States"
"County","Queens","NY","36081","=""36081""","2330124","2019-2023","2022","Census","United States"
"County","Rensselaer","NY","36083","=""36083""","160341","2019-2023","2022","Census","United States"
"County","Richmond","NY","36085","=""36085""","492734","2019-2023","2022","Census","United States"
"County","Rockland","NY","36087","=""36087""","338936","2019-2023","2022","Census","United States"
"County","St. Lawrence","NY","36089","=""36089""","107796","2019-2023","2022","Census","United States"
"County","Saratoga","NY","36091","=""36091""","237075","2019-2023","2022","Census","United States"
"County","Schenectady","NY","36093","=""36093""","159603","2019-2023","2022","Census","United States"
"County","Schoharie","NY","36095","=""36095""","29979","2019-2023","2022","Census","United States"
"County","Schuyler","NY","36097","=""36097""","17749","2019-2023","2022","Census","United States"
"County","Seneca","NY","36099","=""36099""","33125","2019-2023","2022","Census","United States"
"County","Steuben","NY","36101","=""36101""","93034","2019-2023","2022","Census","United States"
"County","Suffolk","NY","36103","=""36103""","1525680","2019-2023","2022","Census","United States"
"County","Sullivan","NY","36105","=""36105""","79147","2019-2023","2022","Census","United States"
"County","Tioga","NY","36107","=""36107""","48106","2019-2023","2022","Census","United States"
"County","Tompkins","NY","36109","=""36109""","102879","2019-2023","2022","Census","United States"
"County","Ulster","NY","36111","=""36111""","182109","2019-2023","2022","Census","United States"
"County","Warren","NY","36113","=""36113""","65560","2019-2023","2022","Census","United States"
"County","Washington","NY","36115","=""36115""","60883","2019-2023","2022","Census","United States"
"County","Wayne","NY","36117","=""36117""","91128","2019-2023","2022","Census","United States"
"County","Westchester","NY","36119","=""36119""","996888","2019-2023","2022","Census","United States"
"County","Wyoming","NY","36121","=""36121""","39980","2019-2023","2022","Census","United States"
"County","Yates","NY","36123","=""36123""","24637","2019-2023","2022","Census","United States"
"County","Alamance","NC","37001","=""37001""","174286","2019-2023","2022","Census","United States"
"County","Alexander","NC","37003","=""37003""","36440","2019-2023","2022","Census","United States"
"County","Alleghany","NC","37005","=""37005""","11075","2019-2023","2022","Census","United States"
"County","Anson","NC","37007","=""37007""","21903","2019-2023","2022","Census","United States"
"County","Ashe","NC","37009","=""37009""","26831","2019-2023","2022","Census","United States"
"County","Avery","NC","37011","=""37011""","17643","2019-2023","2022","Census","United States"
"County","Beaufort","NC","37013","=""37013""","44597","2019-2023","2022","Census","United States"
"County","Bertie","NC","37015","=""37015""","17482","2019-2023","2022","Census","United States"
"County","Bladen","NC","37017","=""37017""","29591","2019-2023","2022","Census","United States"
"County","Brunswick","NC","37019","=""37019""","145889","2019-2023","2022","Census","United States"
"County","Buncombe","NC","37021","=""37021""","271790","2019-2023","2022","Census","United States"
"County","Burke","NC","37023","=""37023""","87863","2019-2023","2022","Census","United States"
"County","Cabarrus","NC","37025","=""37025""","231262","2019-2023","2022","Census","United States"
"County","Caldwell","NC","37027","=""37027""","80618","2019-2023","2022","Census","United States"
"County","Camden","NC","37029","=""37029""","10743","2019-2023","2022","Census","United States"
"County","Carteret","NC","37031","=""37031""","68652","2019-2023","2022","Census","United States"
"County","Caswell","NC","37033","=""37033""","22689","2019-2023","2022","Census","United States"
"County","Catawba","NC","37035","=""37035""","162051","2019-2023","2022","Census","United States"
"County","Chatham","NC","37037","=""37037""","78319","2019-2023","2022","Census","United States"
"County","Cherokee","NC","37039","=""37039""","29197","2019-2023","2022","Census","United States"
"County","Chowan","NC","37041","=""37041""","13814","2019-2023","2022","Census","United States"
"County","Clay","NC","37043","=""37043""","11391","2019-2023","2022","Census","United States"
"County","Cleveland","NC","37045","=""37045""","100170","2019-2023","2022","Census","United States"
"County","Columbus","NC","37047","=""37047""","50453","2019-2023","2022","Census","United States"
"County","Craven","NC","37049","=""37049""","101074","2019-2023","2022","Census","United States"
"County","Cumberland","NC","37051","=""37051""","336749","2019-2023","2022","Census","United States"
"County","Currituck","NC","37053","=""37053""","29612","2019-2023","2022","Census","United States"
"County","Dare","NC","37055","=""37055""","37534","2019-2023","2022","Census","United States"
"County","Davidson","NC","37057","=""37057""","171063","2019-2023","2022","Census","United States"
"County","Davie","NC","37059","=""37059""","43526","2019-2023","2022","Census","United States"
"County","Duplin","NC","37061","=""37061""","49053","2019-2023","2022","Census","United States"
"County","Durham","NC","37063","=""37063""","329405","2019-2023","2022","Census","United States"
"County","Edgecombe","NC","37065","=""37065""","48777","2019-2023","2022","Census","United States"
"County","Forsyth","NC","37067","=""37067""","386740","2019-2023","2022","Census","United States"
"County","Franklin","NC","37069","=""37069""","71962","2019-2023","2022","Census","United States"
"County","Gaston","NC","37071","=""37071""","231485","2019-2023","2022","Census","United States"
"County","Gates","NC","37073","=""37073""","10437","2019-2023","2022","Census","United States"
"County","Graham","NC","37075","=""37075""","8041","2019-2023","2022","Census","United States"
"County","Granville","NC","37077","=""37077""","61439","2019-2023","2022","Census","United States"
"County","Greene","NC","37079","=""37079""","20421","2019-2023","2022","Census","United States"
"County","Guilford","NC","37081","=""37081""","542987","2019-2023","2022","Census","United States"
"County","Halifax","NC","37083","=""37083""","48219","2019-2023","2022","Census","United States"
"County","Harnett","NC","37085","=""37085""","136503","2019-2023","2022","Census","United States"
"County","Haywood","NC","37087","=""37087""","62432","2019-2023","2022","Census","United States"
"County","Henderson","NC","37089","=""37089""","117387","2019-2023","2022","Census","United States"
"County","Hertford","NC","37091","=""37091""","20492","2019-2023","2022","Census","United States"
"County","Hoke","NC","37093","=""37093""","53102","2019-2023","2022","Census","United States"
"County","Hyde","NC","37095","=""37095""","4625","2019-2023","2022","Census","United States"
"County","Iredell","NC","37097","=""37097""","191800","2019-2023","2022","Census","United States"
"County","Jackson","NC","37099","=""37099""","43089","2019-2023","2022","Census","United States"
"County","Johnston","NC","37101","=""37101""","226623","2019-2023","2022","Census","United States"
"County","Jones","NC","37103","=""37103""","9245","2019-2023","2022","Census","United States"
"County","Lee","NC","37105","=""37105""","64565","2019-2023","2022","Census","United States"
"County","Lenoir","NC","37107","=""37107""","54917","2019-2023","2022","Census","United States"
"County","Lincoln","NC","37109","=""37109""","90359","2019-2023","2022","Census","United States"
"County","McDowell","NC","37111","=""37111""","44679","2019-2023","2022","Census","United States"
"County","Macon","NC","37113","=""37113""","37533","2019-2023","2022","Census","United States"
"County","Madison","NC","37115","=""37115""","21640","2019-2023","2022","Census","United States"
"County","Martin","NC","37117","=""37117""","21773","2019-2023","2022","Census","United States"
"County","Mecklenburg","NC","37119","=""37119""","1130906","2019-2023","2022","Census","United States"
"County","Mitchell","NC","37121","=""37121""","14973","2019-2023","2022","Census","United States"
"County","Montgomery","NC","37123","=""37123""","25874","2019-2023","2022","Census","United States"
"County","Moore","NC","37125","=""37125""","102840","2019-2023","2022","Census","United States"
"County","Nash","NC","37127","=""37127""","95451","2019-2023","2022","Census","United States"
"County","New Hanover","NC","37129","=""37129""","231214","2019-2023","2022","Census","United States"
"County","Northampton","NC","37131","=""37131""","17212","2019-2023","2022","Census","United States"
"County","Onslow","NC","37133","=""37133""","208537","2019-2023","2022","Census","United States"
"County","Orange","NC","37135","=""37135""","147292","2019-2023","2022","Census","United States"
"County","Pamlico","NC","37137","=""37137""","12315","2019-2023","2022","Census","United States"
"County","Pasquotank","NC","37139","=""37139""","40830","2019-2023","2022","Census","United States"
"County","Pender","NC","37141","=""37141""","63475","2019-2023","2022","Census","United States"
"County","Perquimans","NC","37143","=""37143""","13146","2019-2023","2022","Census","United States"
"County","Person","NC","37145","=""37145""","39275","2019-2023","2022","Census","United States"
"County","Pitt","NC","37147","=""37147""","172279","2019-2023","2022","Census","United States"
"County","Polk","NC","37149","=""37149""","19689","2019-2023","2022","Census","United States"
"County","Randolph","NC","37151","=""37151""","145322","2019-2023","2022","Census","United States"
"County","Richmond","NC","37153","=""37153""","42818","2019-2023","2022","Census","United States"
"County","Robeson","NC","37155","=""37155""","116858","2019-2023","2022","Census","United States"
"County","Rockingham","NC","37157","=""37157""","91585","2019-2023","2022","Census","United States"
"County","Rowan","NC","37159","=""37159""","148487","2019-2023","2022","Census","United States"
"County","Rutherford","NC","37161","=""37161""","64850","2019-2023","2022","Census","United States"
"County","Sampson","NC","37163","=""37163""","59245","2019-2023","2022","Census","United States"
"County","Scotland","NC","37165","=""37165""","34353","2019-2023","2022","Census","United States"
"County","Stanly","NC","37167","=""37167""","63557","2019-2023","2022","Census","United States"
"County","Stokes","NC","37169","=""37169""","44889","2019-2023","2022","Census","United States"
"County","Surry","NC","37171","=""37171""","71407","2019-2023","2022","Census","United States"
"County","Swain","NC","37173","=""37173""","14065","2019-2023","2022","Census","United States"
"County","Transylvania","NC","37175","=""37175""","33243","2019-2023","2022","Census","United States"
"County","Tyrrell","NC","37177","=""37177""","3376","2019-2023","2022","Census","United States"
"County","Union","NC","37179","=""37179""","244975","2019-2023","2022","Census","United States"
"County","Vance","NC","37181","=""37181""","42361","2019-2023","2022","Census","United States"
"County","Wake","NC","37183","=""37183""","1151009","2019-2023","2022","Census","United States"
"County","Warren","NC","37185","=""37185""","18751","2019-2023","2022","Census","United States"
"County","Washington","NC","37187","=""37187""","10905","2019-2023","2022","Census","United States"
"County","Watauga","NC","37189","=""37189""","54607","2019-2023","2022","Census","United States"
"County","Wayne","NC","37191","=""37191""","117606","2019-2023","2022","Census","United States"
"County","Wilkes","NC","37193","=""37193""","65983","2019-2023","2022","Census","United States"
"County","Wilson","NC","37195","=""37195""","78648","2019-2023","2022","Census","United States"
"County","Yadkin","NC","37197","=""37197""","37419","2019-2023","2022","Census","United States"
"County","Yancey","NC","37199","=""37199""","18676","2019-2023","2022","Census","United States"
"County","Adams","ND","38001","=""38001""","2179","2019-2023","2022","Census","United States"
"County","Barnes","ND","38003","=""38003""","10794","2019-2023","2022","Census","United States"
"County","Benson","ND","38005","=""38005""","5861","2019-2023","2022","Census","United States"
"County","Billings","ND","38007","=""38007""","948","2019-2023","2022","Census","United States"
"County","Bottineau","ND","38009","=""38009""","6390","2019-2023","2022","Census","United States"
"County","Bowman","ND","38011","=""38011""","2935","2019-2023","2022","Census","United States"
"County","Burke","ND","38013","=""38013""","2163","2019-2023","2022","Census","United States"
"County","Burleigh","ND","38015","=""38015""","98986","2019-2023","2022","Census","United States"
"County","Cass","ND","38017","=""38017""","189286","2019-2023","2022","Census","United States"
"County","Cavalier","ND","38019","=""38019""","3663","2019-2023","2022","Census","United States"
"County","Dickey","ND","38021","=""38021""","4959","2019-2023","2022","Census","United States"
"County","Divide","ND","38023","=""38023""","2174","2019-2023","2022","Census","United States"
"County","Dunn","ND","38025","=""38025""","4043","2019-2023","2022","Census","United States"
"County","Eddy","ND","38027","=""38027""","2319","2019-2023","2022","Census","United States"
"County","Emmons","ND","38029","=""38029""","3269","2019-2023","2022","Census","United States"
"County","Foster","ND","38031","=""38031""","3372","2019-2023","2022","Census","United States"
"County","Golden Valley","ND","38033","=""38033""","1679","2019-2023","2022","Census","United States"
"County","Grand Forks","ND","38035","=""38035""","72764","2019-2023","2022","Census","United States"
"County","Grant","ND","38037","=""38037""","2276","2019-2023","2022","Census","United States"
"County","Griggs","ND","38039","=""38039""","2340","2019-2023","2022","Census","United States"
"County","Hettinger","ND","38041","=""38041""","2453","2019-2023","2022","Census","United States"
"County","Kidder","ND","38043","=""38043""","2374","2019-2023","2022","Census","United States"
"County","LaMoure","ND","38045","=""38045""","4107","2019-2023","2022","Census","United States"
"County","Logan","ND","38047","=""38047""","1848","2019-2023","2022","Census","United States"
"County","McHenry","ND","38049","=""38049""","5264","2019-2023","2022","Census","United States"
"County","McIntosh","ND","38051","=""38051""","2512","2019-2023","2022","Census","United States"
"County","McKenzie","ND","38053","=""38053""","14280","2019-2023","2022","Census","United States"
"County","McLean","ND","38055","=""38055""","9807","2019-2023","2022","Census","United States"
"County","Mercer","ND","38057","=""38057""","8341","2019-2023","2022","Census","United States"
"County","Morton","ND","38059","=""38059""","33479","2019-2023","2022","Census","United States"
"County","Mountrail","ND","38061","=""38061""","9567","2019-2023","2022","Census","United States"
"County","Nelson","ND","38063","=""38063""","3015","2019-2023","2022","Census","United States"
"County","Oliver","ND","38065","=""38065""","1821","2019-2023","2022","Census","United States"
"County","Pembina","ND","38067","=""38067""","6787","2019-2023","2022","Census","United States"
"County","Pierce","ND","38069","=""38069""","3961","2019-2023","2022","Census","United States"
"County","Ramsey","ND","38071","=""38071""","11563","2019-2023","2022","Census","United States"
"County","Ransom","ND","38073","=""38073""","5662","2019-2023","2022","Census","United States"
"County","Renville","ND","38075","=""38075""","2277","2019-2023","2022","Census","United States"
"County","Richland","ND","38077","=""38077""","16550","2019-2023","2022","Census","United States"
"County","Rolette","ND","38079","=""38079""","12065","2019-2023","2022","Census","United States"
