Year,Age_Group,Category,Visits_Thousands,Visits_Millions
2004,All ages,Physician offices,271.0,0.271
2005,All ages,Physician offices,243.0,0.243
2006,All ages,Physician offices,235.0,0.235
2007,All ages,Physician offices,317.0,0.317
2008,All ages,Physician offices,276.0,0.276
2009,All ages,Physician offices,296.0,0.296
2010,All ages,Physician offices,303.0,0.303
2011,All ages,Physician offices,266.0,0.266
2012,All ages,Physician offices,221.0,0.221
2013,All ages,Physician offices,235.0,0.235
2014,All ages,Physician offices,199.0,0.199
2015,All ages,Physician offices,316.0,0.316
2016,All ages,Physician offices,224.0,0.224
2018,All ages,Physician offices,171.0,0.171
2000,Under 18 years,Physician offices,243.0,0.243
2001,Under 18 years,Physician offices,268.0,0.268
2002,Under 18 years,Physician offices,282.0,0.282
2003,Under 18 years,Physician offices,260.0,0.26
2004,Under 18 years,Physician offices,257.0,0.257
2005,Under 18 years,Physician offices,280.0,0.28
2006,Under 18 years,Physician offices,263.0,0.263
2007,Under 18 years,Physician offices,273.0,0.273
2008,Under 18 years,Physician offices,246.0,0.246
2009,Under 18 years,Physician offices,269.0,0.269
2010,Under 18 years,Physician offices,270.0,0.27
2011,Under 18 years,Physician offices,324.0,0.324
2012,Under 18 years,Physician offices,264.0,0.264
2013,Under 18 years,Physician offices,230.0,0.23
2014,Under 18 years,Physician offices,219.0,0.219
2015,Under 18 years,Physician offices,213.0,0.213
2016,Under 18 years,Physician offices,268.0,0.268
2018,Under 18 years,Physician offices,198.0,0.198
2000,18-44 years,Physician offices,239.0,0.239
2001,18-44 years,Physician offices,264.0,0.264
2002,18-44 years,Physician offices,256.0,0.256
2003,18-44 years,Physician offices,242.0,0.242
2004,18-44 years,Physician offices,228.0,0.228
2005,18-44 years,Physician offices,242.0,0.242
2006,18-44 years,Physician offices,225.0,0.225
2007,18-44 years,Physician offices,235.0,0.235
2008,18-44 years,Physician offices,230.0,0.23
2009,18-44 years,Physician offices,244.0,0.244
2010,18-44 years,Physician offices,249.0,0.249
2011,18-44 years,Physician offices,233.0,0.233
2012,18-44 years,Physician offices,231.0,0.231
2013,18-44 years,Physician offices,218.0,0.218
2014,18-44 years,Physician offices,203.0,0.203
2015,18-44 years,Physician offices,211.0,0.211
2016,18-44 years,Physician offices,205.0,0.205
2018,18-44 years,Physician offices,188.0,0.188
2000,45-54 years,Physician offices,330.0,0.33
2001,45-54 years,Physician offices,378.0,0.378
2002,45-54 years,Physician offices,385.0,0.385
2003,45-54 years,Physician offices,352.0,0.352
2004,45-54 years,Physician offices,336.0,0.336
2005,45-54 years,Physician offices,362.0,0.362
2006,45-54 years,Physician offices,317.0,0.317
2007,45-54 years,Physician offices,324.0,0.324
2008,45-54 years,Physician offices,325.0,0.325
2009,45-54 years,Physician offices,369.0,0.369
2010,45-54 years,Physician offices,326.0,0.326
2011,45-54 years,Physician offices,305.0,0.305
2012,45-54 years,Physician offices,313.0,0.313
2013,45-54 years,Physician offices,318.0,0.318
2014,45-54 years,Physician offices,308.0,0.308
2015,45-54 years,Physician offices,310.0,0.31
2016,45-54 years,Physician offices,289.0,0.289
2018,45-54 years,Physician offices,295.0,0.295
2000,55-64 years,Physician offices,416.0,0.416
2001,55-64 years,Physician offices,490.0,0.49
2002,55-64 years,Physician offices,476.0,0.476
2003,55-64 years,Physician offices,439.0,0.439
2004,55-64 years,Physician offices,456.0,0.456
2005,55-64 years,Physician offices,476.0,0.476
2006,55-64 years,Physician offices,402.0,0.402
2007,55-64 years,Physician offices,442.0,0.442
2008,55-64 years,Physician offices,446.0,0.446
2009,55-64 years,Physician offices,466.0,0.466
2010,55-64 years,Physician offices,440.0,0.44
2011,55-64 years,Physician offices,400.0,0.4
2012,55-64 years,Physician offices,400.0,0.4
2013,55-64 years,Physician offices,405.0,0.405
2014,55-64 years,Physician offices,390.0,0.39
2015,55-64 years,Physician offices,394.0,0.394
2016,55-64 years,Physician offices,351.0,0.351
2018,55-64 years,Physician offices,350.0,0.35
2000,65-74 years,Physician offices,568.0,0.568
2001,65-74 years,Physician offices,708.0,0.708
2002,65-74 years,Physician offices,669.0,0.669
2003,65-74 years,Physician offices,582.0,0.582
2004,65-74 years,Physician offices,619.0,0.619
2005,65-74 years,Physician offices,656.0,0.656
2006,65-74 years,Physician offices,593.0,0.593
2007,65-74 years,Physician offices,666.0,0.666
2008,65-74 years,Physician offices,648.0,0.648
2009,65-74 years,Physician offices,678.0,0.678
2010,65-74 years,Physician offices,642.0,0.642
2011,65-74 years,Physician offices,594.0,0.594
2012,65-74 years,Physician offices,555.0,0.555
2013,65-74 years,Physician offices,582.0,0.582
2014,65-74 years,Physician offices,568.0,0.568
2015,65-74 years,Physician offices,548.0,0.548
2016,65-74 years,Physician offices,488.0,0.488
2018,65-74 years,Physician offices,504.0,0.504
2000,75 years and over,Physician offices,658.0,0.658
2001,75 years and over,Physician offices,845.0,0.845
2002,75 years and over,Physician offices,790.0,0.79
2003,75 years and over,Physician offices,747.0,0.747
2004,75 years and over,Physician offices,743.0,0.743
2005,75 years and over,Physician offices,763.0,0.763
2006,75 years and over,Physician offices,721.0,0.721
2007,75 years and over,Physician offices,765.0,0.765
2008,75 years and over,Physician offices,743.0,0.743
2009,75 years and over,Physician offices,835.0,0.835
2010,75 years and over,Physician offices,723.0,0.723
2011,75 years and over,Physician offices,698.0,0.698
2012,75 years and over,Physician offices,693.0,0.693
2013,75 years and over,Physician offices,701.0,0.701
2014,75 years and over,Physician offices,658.0,0.658
2015,75 years and over,Physician offices,710.0,0.71
2016,75 years and over,Physician offices,565.0,0.565
2018,75 years and over,Physician offices,667.0,0.667
2000,Under 18 years,Physician offices,167.0,0.167
2001,Under 18 years,Physician offices,110.0,0.11
2002,Under 18 years,Physician offices,198.0,0.198
2003,Under 18 years,Physician offices,131.0,0.131
2004,Under 18 years,Physician offices,165.0,0.165
2005,Under 18 years,Physician offices,162.0,0.162
2006,Under 18 years,Physician offices,188.0,0.188
2007,Under 18 years,Physician offices,247.0,0.247
2008,Under 18 years,Physician offices,208.0,0.208
2009,Under 18 years,Physician offices,198.0,0.198
2010,Under 18 years,Physician offices,241.0,0.241
2011,Under 18 years,Physician offices,153.0,0.153
2012,Under 18 years,Physician offices,168.0,0.168
2013,Under 18 years,Physician offices,158.0,0.158
2014,Under 18 years,Physician offices,112.0,0.112
2015,Under 18 years,Physician offices,167.0,0.167
2016,Under 18 years,Physician offices,200.0,0.2
2018,Under 18 years,Physician offices,115.0,0.115
2000,18-44 years,Physician offices,149.0,0.149
2001,18-44 years,Physician offices,178.0,0.178
2002,18-44 years,Physician offices,191.0,0.191
2003,18-44 years,Physician offices,199.0,0.199
2004,18-44 years,Physician offices,213.0,0.213
2005,18-44 years,Physician offices,172.0,0.172
2006,18-44 years,Physician offices,180.0,0.18
2007,18-44 years,Physician offices,241.0,0.241
2008,18-44 years,Physician offices,201.0,0.201
2009,18-44 years,Physician offices,228.0,0.228
2010,18-44 years,Physician offices,222.0,0.222
2011,18-44 years,Physician offices,199.0,0.199
2012,18-44 years,Physician offices,168.0,0.168
2013,18-44 years,Physician offices,170.0,0.17
2014,18-44 years,Physician offices,137.0,0.137
2015,18-44 years,Physician offices,205.0,0.205
2016,18-44 years,Physician offices,179.0,0.179
2018,18-44 years,Physician offices,135.0,0.135
2000,45-54 years,Physician offices,269.0,0.269
2001,45-54 years,Physician offices,342.0,0.342
2002,45-54 years,Physician offices,306.0,0.306
2003,45-54 years,Physician offices,315.0,0.315
2004,45-54 years,Physician offices,338.0,0.338
2005,45-54 years,Physician offices,297.0,0.297
2006,45-54 years,Physician offices,272.0,0.272
2007,45-54 years,Physician offices,341.0,0.341
2008,45-54 years,Physician offices,289.0,0.289
2009,45-54 years,Physician offices,329.0,0.329
2010,45-54 years,Physician offices,339.0,0.339
2011,45-54 years,Physician offices,378.0,0.378
2012,45-54 years,Physician offices,252.0,0.252
2013,45-54 years,Physician offices,284.0,0.284
2014,45-54 years,Physician offices,235.0,0.235
2015,45-54 years,Physician offices,420.0,0.42
2016,45-54 years,Physician offices,219.0,0.219
2018,45-54 years,Physician offices,182.0,0.182
2000,55-64 years,Physician offices,373.0,0.373
2001,55-64 years,Physician offices,383.0,0.383
2002,55-64 years,Physician offices,421.0,0.421
2003,55-64 years,Physician offices,349.0,0.349
2004,55-64 years,Physician offices,455.0,0.455
2005,55-64 years,Physician offices,374.0,0.374
2006,55-64 years,Physician offices,347.0,0.347
2007,55-64 years,Physician offices,444.0,0.444
2008,55-64 years,Physician offices,422.0,0.422
2009,55-64 years,Physician offices,478.0,0.478
2010,55-64 years,Physician offices,481.0,0.481
2011,55-64 years,Physician offices,412.0,0.412
2012,55-64 years,Physician offices,305.0,0.305
2013,55-64 years,Physician offices,339.0,0.339
2014,55-64 years,Physician offices,316.0,0.316
2015,55-64 years,Physician offices,496.0,0.496
2016,55-64 years,Physician offices,283.0,0.283
2018,55-64 years,Physician offices,221.0,0.221
2000,65-74 years,Physician offices,512.0,0.512
2001,65-74 years,Physician offices,492.0,0.492
2002,65-74 years,Physician offices,687.0,0.687
2003,65-74 years,Physician offices,602.0,0.602
2004,65-74 years,Physician offices,703.0,0.703
2005,65-74 years,Physician offices,589.0,0.589
2006,65-74 years,Physician offices,458.0,0.458
2007,65-74 years,Physician offices,748.0,0.748
2008,65-74 years,Physician offices,636.0,0.636
2009,65-74 years,Physician offices,667.0,0.667
2010,65-74 years,Physician offices,565.0,0.565
2011,65-74 years,Physician offices,539.0,0.539
2012,65-74 years,Physician offices,421.0,0.421
2013,65-74 years,Physician offices,527.0,0.527
2014,65-74 years,Physician offices,457.0,0.457
2015,65-74 years,Physician offices,743.0,0.743
2016,65-74 years,Physician offices,350.0,0.35
2018,65-74 years,Physician offices,353.0,0.353
2000,75 years and over,Physician offices,568.0,0.568
2001,75 years and over,Physician offices,517.0,0.517
2002,75 years and over,Physician offices,842.0,0.842
2003,75 years and over,Physician offices,608.0,0.608
2004,75 years and over,Physician offices,666.0,0.666
2005,75 years and over,Physician offices,806.0,0.806
2006,75 years and over,Physician offices,569.0,0.569
2007,75 years and over,Physician offices,769.0,0.769
2008,75 years and over,Physician offices,762.0,0.762
2009,75 years and over,Physician offices,718.0,0.718
2010,75 years and over,Physician offices,682.0,0.682
2011,75 years and over,Physician offices,605.0,0.605
2012,75 years and over,Physician offices,522.0,0.522
2013,75 years and over,Physician offices,542.0,0.542
2014,75 years and over,Physician offices,565.0,0.565
2015,75 years and over,Physician offices,874.0,0.874
2016,75 years and over,Physician offices,465.0,0.465
2018,75 years and over,Physician offices,365.0,0.365
2000,All ages,Hospital outpatient department,83289.0,83.289
2001,All ages,Hospital outpatient department,83715.0,83.715
2002,All ages,Hospital outpatient department,83339.0,83.339
2003,All ages,Hospital outpatient department,94578.0,94.578
2004,All ages,Hospital outpatient department,84994.0,84.994
2005,All ages,Hospital outpatient department,90393.0,90.393
2006,All ages,Hospital outpatient department,102208.0,102.208
2007,All ages,Hospital outpatient department,88894.0,88.894
2008,All ages,Hospital outpatient department,109889.0,109.889
2009,All ages,Hospital outpatient department,96132.0,96.132
2010,All ages,Hospital outpatient department,100742.0,100.742
2011,All ages,Hospital outpatient department,125721.0,125.721
2000,Under 18 years,Hospital outpatient department,21076.0,21.076
2001,Under 18 years,Hospital outpatient department,21299.0,21.299
2002,Under 18 years,Hospital outpatient department,21707.0,21.707
2003,Under 18 years,Hospital outpatient department,25412.0,25.412
2004,Under 18 years,Hospital outpatient department,22003.0,22.003
2005,Under 18 years,Hospital outpatient department,24288.0,24.288
2006,Under 18 years,Hospital outpatient department,23679.0,23.679
2007,Under 18 years,Hospital outpatient department,18962.0,18.962
2008,Under 18 years,Hospital outpatient department,25907.0,25.907
2009,Under 18 years,Hospital outpatient department,22418.0,22.418
2010,Under 18 years,Hospital outpatient department,24913.0,24.913
2011,Under 18 years,Hospital outpatient department,27651.0,27.651
2000,18-44 years,Hospital outpatient department,26947.0,26.947
2001,18-44 years,Hospital outpatient department,27430.0,27.43
2002,18-44 years,Hospital outpatient department,28216.0,28.216
2003,18-44 years,Hospital outpatient department,32714.0,32.714
2004,18-44 years,Hospital outpatient department,27853.0,27.853
2005,18-44 years,Hospital outpatient department,29044.0,29.044
2006,18-44 years,Hospital outpatient department,33301.0,33.301
2007,18-44 years,Hospital outpatient department,30300.0,30.3
2008,18-44 years,Hospital outpatient department,34174.0,34.174
2009,18-44 years,Hospital outpatient department,29535.0,29.535
2010,18-44 years,Hospital outpatient department,28159.0,28.159
2011,18-44 years,Hospital outpatient department,37557.0,37.557
2000,45-64 years,Hospital outpatient department,20772.0,20.772
2001,45-64 years,Hospital outpatient department,21590.0,21.59
2002,45-64 years,Hospital outpatient department,21436.0,21.436
2003,45-64 years,Hospital outpatient department,23307.0,23.307
2004,45-64 years,Hospital outpatient department,22127.0,22.127
2005,45-64 years,Hospital outpatient department,23202.0,23.202
2006,45-64 years,Hospital outpatient department,28707.0,28.707
2007,45-64 years,Hospital outpatient department,25707.0,25.707
2008,45-64 years,Hospital outpatient department,31150.0,31.15
2009,45-64 years,Hospital outpatient department,29083.0,29.083
2010,45-64 years,Hospital outpatient department,27739.0,27.739
2011,45-64 years,Hospital outpatient department,37980.0,37.98
2000,45-54 years,Hospital outpatient department,11558.0,11.558
2001,45-54 years,Hospital outpatient department,12016.0,12.016
2002,45-54 years,Hospital outpatient department,12054.0,12.054
2003,45-54 years,Hospital outpatient department,12937.0,12.937
2004,45-54 years,Hospital outpatient department,11784.0,11.784
2005,45-54 years,Hospital outpatient department,12546.0,12.546
2006,45-54 years,Hospital outpatient department,15626.0,15.626
2007,45-54 years,Hospital outpatient department,14138.0,14.138
2008,45-54 years,Hospital outpatient department,16257.0,16.257
2009,45-54 years,Hospital outpatient department,15310.0,15.31
2010,45-54 years,Hospital outpatient department,13639.0,13.639
2011,45-54 years,Hospital outpatient department,19310.0,19.31
2000,55-64 years,Hospital outpatient department,9214.0,9.214
2001,55-64 years,Hospital outpatient department,9574.0,9.574
2002,55-64 years,Hospital outpatient department,9382.0,9.382
2003,55-64 years,Hospital outpatient department,10370.0,10.37
2004,55-64 years,Hospital outpatient department,10342.0,10.342
2005,55-64 years,Hospital outpatient department,10656.0,10.656
2006,55-64 years,Hospital outpatient department,13080.0,13.08
2007,55-64 years,Hospital outpatient department,11569.0,11.569
2008,55-64 years,Hospital outpatient department,14893.0,14.893
2009,55-64 years,Hospital outpatient department,13774.0,13.774
2010,55-64 years,Hospital outpatient department,14100.0,14.1
2011,55-64 years,Hospital outpatient department,18670.0,18.67
2000,65 years and over,Hospital outpatient department,14494.0,14.494
2001,65 years and over,Hospital outpatient department,13396.0,13.396
2002,65 years and over,Hospital outpatient department,11980.0,11.98
2003,65 years and over,Hospital outpatient department,13144.0,13.144
2004,65 years and over,Hospital outpatient department,13011.0,13.011
2005,65 years and over,Hospital outpatient department,13859.0,13.859
2006,65 years and over,Hospital outpatient department,16522.0,16.522
2007,65 years and over,Hospital outpatient department,13926.0,13.926
2008,65 years and over,Hospital outpatient department,18658.0,18.658
2009,65 years and over,Hospital outpatient department,15096.0,15.096
2010,65 years and over,Hospital outpatient department,19932.0,19.932
2011,65 years and over,Hospital outpatient department,22534.0,22.534
2000,65-74 years,Hospital outpatient department,7515.0,7.515
2001,65-74 years,Hospital outpatient department,7299.0,7.299
2002,65-74 years,Hospital outpatient department,6386.0,6.386
2003,65-74 years,Hospital outpatient department,7077.0,7.077
2004,65-74 years,Hospital outpatient department,7157.0,7.157
2005,65-74 years,Hospital outpatient department,7517.0,7.517
2006,65-74 years,Hospital outpatient department,8931.0,8.931
2007,65-74 years,Hospital outpatient department,7815.0,7.815
2008,65-74 years,Hospital outpatient department,10273.0,10.273
2009,65-74 years,Hospital outpatient department,8036.0,8.036
2010,65-74 years,Hospital outpatient department,10675.0,10.675
2011,65-74 years,Hospital outpatient department,12529.0,12.529
2000,75 years and over,Hospital outpatient department,6979.0,6.979
2001,75 years and over,Hospital outpatient department,6097.0,6.097
2002,75 years and over,Hospital outpatient department,5595.0,5.595
2003,75 years and over,Hospital outpatient department,6067.0,6.067
2004,75 years and over,Hospital outpatient department,5854.0,5.854
2005,75 years and over,Hospital outpatient department,6341.0,6.341
2006,75 years and over,Hospital outpatient department,7591.0,7.591
2007,75 years and over,Hospital outpatient department,6111.0,6.111
2008,75 years and over,Hospital outpatient department,8385.0,8.385
2009,75 years and over,Hospital outpatient department,7060.0,7.06
2010,75 years and over,Hospital outpatient department,9257.0,9.257
2011,75 years and over,Hospital outpatient department,10005.0,10.005
2000,All ages,Hospital outpatient department,31.0,0.031
2001,All ages,Hospital outpatient department,30.0,0.03
2002,All ages,Hospital outpatient department,29.0,0.029
2003,All ages,Hospital outpatient department,33.0,0.033
2004,All ages,Hospital outpatient department,29.0,0.029
2005,All ages,Hospital outpatient department,31.0,0.031
2006,All ages,Hospital outpatient department,35.0,0.035
2007,All ages,Hospital outpatient department,30.0,0.03
2008,All ages,Hospital outpatient department,36.0,0.036
2009,All ages,Hospital outpatient department,31.0,0.031
2010,All ages,Hospital outpatient department,33.0,0.033
2011,All ages,Hospital outpatient department,40.0,0.04
2000,All ages,Hospital outpatient department,26.0,0.026
2001,All ages,Hospital outpatient department,25.0,0.025
2002,All ages,Hospital outpatient department,24.0,0.024
2003,All ages,Hospital outpatient department,27.0,0.027
2004,All ages,Hospital outpatient department,24.0,0.024
2005,All ages,Hospital outpatient department,25.0,0.025
2006,All ages,Hospital outpatient department,28.0,0.028
2007,All ages,Hospital outpatient department,23.0,0.023
2008,All ages,Hospital outpatient department,29.0,0.029
2009,All ages,Hospital outpatient department,25.0,0.025
2010,All ages,Hospital outpatient department,27.0,0.027
2011,All ages,Hospital outpatient department,32.0,0.032
2000,All ages,Hospital outpatient department,35.0,0.035
2001,All ages,Hospital outpatient department,35.0,0.035
2002,All ages,Hospital outpatient department,35.0,0.035
2003,All ages,Hospital outpatient department,40.0,0.04
2004,All ages,Hospital outpatient department,35.0,0.035
2005,All ages,Hospital outpatient department,37.0,0.037
2006,All ages,Hospital outpatient department,41.0,0.041
2007,All ages,Hospital outpatient department,36.0,0.036
2008,All ages,Hospital outpatient department,44.0,0.044
2009,All ages,Hospital outpatient department,37.0,0.037
2010,All ages,Hospital outpatient department,38.0,0.038
2011,All ages,Hospital outpatient department,48.0,0.048
2000,All ages,Hospital outpatient department,28.0,0.028
2001,All ages,Hospital outpatient department,28.0,0.028
2002,All ages,Hospital outpatient department,27.0,0.027
2003,All ages,Hospital outpatient department,30.0,0.03
2004,All ages,Hospital outpatient department,27.0,0.027
2005,All ages,Hospital outpatient department,28.0,0.028
2006,All ages,Hospital outpatient department,31.0,0.031
2007,All ages,Hospital outpatient department,26.0,0.026
2008,All ages,Hospital outpatient department,33.0,0.033
2009,All ages,Hospital outpatient department,29.0,0.029
2010,All ages,Hospital outpatient department,31.0,0.031
2011,All ages,Hospital outpatient department,37.0,0.037
2000,All ages,Hospital outpatient department,51.0,0.051
2001,All ages,Hospital outpatient department,51.0,0.051
2002,All ages,Hospital outpatient department,55.0,0.055
2003,All ages,Hospital outpatient department,61.0,0.061
2004,All ages,Hospital outpatient department,53.0,0.053
2005,All ages,Hospital outpatient department,58.0,0.058
2006,All ages,Hospital outpatient department,65.0,0.065
2007,All ages,Hospital outpatient department,60.0,0.06
2008,All ages,Hospital outpatient department,69.0,0.069
2009,All ages,Hospital outpatient department,59.0,0.059
2010,All ages,Hospital outpatient department,51.0,0.051
2011,All ages,Hospital outpatient department,69.0,0.069
2000,All ages,Hospital outpatient department,30.0,0.03
2001,All ages,Hospital outpatient department,30.0,0.03
2002,All ages,Hospital outpatient department,29.0,0.029
2003,All ages,Hospital outpatient department,33.0,0.033
2004,All ages,Hospital outpatient department,30.0,0.03
2005,All ages,Hospital outpatient department,31.0,0.031
2006,All ages,Hospital outpatient department,35.0,0.035
2007,All ages,Hospital outpatient department,30.0,0.03
2008,All ages,Hospital outpatient department,37.0,0.037
2009,All ages,Hospital outpatient department,32.0,0.032
2010,All ages,Hospital outpatient department,33.0,0.033
2011,All ages,Hospital outpatient department,41.0,0.041
2000,Under 18 years,Hospital outpatient department,29.0,0.029
2001,Under 18 years,Hospital outpatient department,29.0,0.029
2002,Under 18 years,Hospital outpatient department,30.0,0.03
2003,Under 18 years,Hospital outpatient department,35.0,0.035
2004,Under 18 years,Hospital outpatient department,30.0,0.03
2005,Under 18 years,Hospital outpatient department,33.0,0.033
2006,Under 18 years,Hospital outpatient department,32.0,0.032
2007,Under 18 years,Hospital outpatient department,26.0,0.026
2008,Under 18 years,Hospital outpatient department,35.0,0.035
2009,Under 18 years,Hospital outpatient department,30.0,0.03
2010,Under 18 years,Hospital outpatient department,33.0,0.033
2011,Under 18 years,Hospital outpatient department,37.0,0.037
2000,18-44 years,Hospital outpatient department,25.0,0.025
2001,18-44 years,Hospital outpatient department,25.0,0.025
2002,18-44 years,Hospital outpatient department,26.0,0.026
2003,18-44 years,Hospital outpatient department,30.0,0.03
2004,18-44 years,Hospital outpatient department,25.0,0.025
2005,18-44 years,Hospital outpatient department,26.0,0.026
2006,18-44 years,Hospital outpatient department,30.0,0.03
2007,18-44 years,Hospital outpatient department,27.0,0.027
2008,18-44 years,Hospital outpatient department,31.0,0.031
2009,18-44 years,Hospital outpatient department,27.0,0.027
2010,18-44 years,Hospital outpatient department,25.0,0.025
2011,18-44 years,Hospital outpatient department,34.0,0.034
2000,45-64 years,Hospital outpatient department,34.0,0.034
2001,45-64 years,Hospital outpatient department,34.0,0.034
2002,45-64 years,Hospital outpatient department,32.0,0.032
2003,45-64 years,Hospital outpatient department,34.0,0.034
2004,45-64 years,Hospital outpatient department,32.0,0.032
2005,45-64 years,Hospital outpatient department,32.0,0.032
2006,45-64 years,Hospital outpatient department,39.0,0.039
2007,45-64 years,Hospital outpatient department,34.0,0.034
2008,45-64 years,Hospital outpatient department,40.0,0.04
2009,45-64 years,Hospital outpatient department,37.0,0.037
2010,45-64 years,Hospital outpatient department,35.0,0.035
2011,45-64 years,Hospital outpatient department,46.0,0.046
2000,45-54 years,Hospital outpatient department,31.0,0.031
2001,45-54 years,Hospital outpatient department,31.0,0.031
2002,45-54 years,Hospital outpatient department,30.0,0.03
2003,45-54 years,Hospital outpatient department,32.0,0.032
2004,45-54 years,Hospital outpatient department,29.0,0.029
2005,45-54 years,Hospital outpatient department,30.0,0.03
2006,45-54 years,Hospital outpatient department,36.0,0.036
2007,45-54 years,Hospital outpatient department,32.0,0.032
2008,45-54 years,Hospital outpatient department,37.0,0.037
2009,45-54 years,Hospital outpatient department,35.0,0.035
2010,45-54 years,Hospital outpatient department,31.0,0.031
2011,45-54 years,Hospital outpatient department,44.0,0.044
2000,55-64 years,Hospital outpatient department,39.0,0.039
2001,55-64 years,Hospital outpatient department,38.0,0.038
2002,55-64 years,Hospital outpatient department,36.0,0.036
2003,55-64 years,Hospital outpatient department,37.0,0.037
2004,55-64 years,Hospital outpatient department,36.0,0.036
2005,55-64 years,Hospital outpatient department,35.0,0.035
2006,55-64 years,Hospital outpatient department,42.0,0.042
2007,55-64 years,Hospital outpatient department,36.0,0.036
2008,55-64 years,Hospital outpatient department,44.0,0.044
2009,55-64 years,Hospital outpatient department,40.0,0.04
2010,55-64 years,Hospital outpatient department,39.0,0.039
2011,55-64 years,Hospital outpatient department,49.0,0.049
2000,65 years and over,Hospital outpatient department,44.0,0.044
2001,65 years and over,Hospital outpatient department,40.0,0.04
2002,65 years and over,Hospital outpatient department,35.0,0.035
2003,65 years and over,Hospital outpatient department,38.0,0.038
2004,65 years and over,Hospital outpatient department,38.0,0.038
2005,65 years and over,Hospital outpatient department,39.0,0.039
2006,65 years and over,Hospital outpatient department,46.0,0.046
2007,65 years and over,Hospital outpatient department,38.0,0.038
2008,65 years and over,Hospital outpatient department,50.0,0.05
2009,65 years and over,Hospital outpatient department,40.0,0.04
2010,65 years and over,Hospital outpatient department,51.0,0.051
2011,65 years and over,Hospital outpatient department,56.0,0.056
2000,65-74 years,Hospital outpatient department,42.0,0.042
2001,65-74 years,Hospital outpatient department,40.0,0.04
2002,65-74 years,Hospital outpatient department,35.0,0.035
2003,65-74 years,Hospital outpatient department,39.0,0.039
2004,65-74 years,Hospital outpatient department,39.0,0.039
2005,65-74 years,Hospital outpatient department,41.0,0.041
2006,65-74 years,Hospital outpatient department,48.0,0.048
2007,65-74 years,Hospital outpatient department,41.0,0.041
2008,65-74 years,Hospital outpatient department,52.0,0.052
2009,65-74 years,Hospital outpatient department,39.0,0.039
2010,65-74 years,Hospital outpatient department,50.0,0.05
2011,65-74 years,Hospital outpatient department,56.0,0.056
2000,75 years and over,Hospital outpatient department,47.0,0.047
2001,75 years and over,Hospital outpatient department,39.0,0.039
2002,75 years and over,Hospital outpatient department,35.0,0.035
2003,75 years and over,Hospital outpatient department,38.0,0.038
2004,75 years and over,Hospital outpatient department,36.0,0.036
2005,75 years and over,Hospital outpatient department,38.0,0.038
2006,75 years and over,Hospital outpatient department,45.0,0.045
2007,75 years and over,Hospital outpatient department,36.0,0.036
2008,75 years and over,Hospital outpatient department,48.0,0.048
2009,75 years and over,Hospital outpatient department,41.0,0.041
2010,75 years and over,Hospital outpatient department,52.0,0.052
2011,75 years and over,Hospital outpatient department,56.0,0.056
2000,All ages,Hospital outpatient department,25.0,0.025
2001,All ages,Hospital outpatient department,24.0,0.024
2002,All ages,Hospital outpatient department,23.0,0.023
2003,All ages,Hospital outpatient department,26.0,0.026
2004,All ages,Hospital outpatient department,24.0,0.024
2005,All ages,Hospital outpatient department,25.0,0.025
2006,All ages,Hospital outpatient department,28.0,0.028
2007,All ages,Hospital outpatient department,23.0,0.023
2008,All ages,Hospital outpatient department,29.0,0.029
2009,All ages,Hospital outpatient department,26.0,0.026
2010,All ages,Hospital outpatient department,27.0,0.027
2011,All ages,Hospital outpatient department,33.0,0.033
2000,All ages,Hospital outpatient department,35.0,0.035
2001,All ages,Hospital outpatient department,35.0,0.035
2002,All ages,Hospital outpatient department,35.0,0.035
2003,All ages,Hospital outpatient department,40.0,0.04
2004,All ages,Hospital outpatient department,35.0,0.035
2005,All ages,Hospital outpatient department,37.0,0.037
2006,All ages,Hospital outpatient department,41.0,0.041
2007,All ages,Hospital outpatient department,37.0,0.037
2008,All ages,Hospital outpatient department,44.0,0.044
2009,All ages,Hospital outpatient department,38.0,0.038
2010,All ages,Hospital outpatient department,39.0,0.039
2011,All ages,Hospital outpatient department,49.0,0.049
2000,Under 18 years,Hospital outpatient department,29.0,0.029
2001,Under 18 years,Hospital outpatient department,29.0,0.029
2002,Under 18 years,Hospital outpatient department,28.0,0.028
2003,Under 18 years,Hospital outpatient department,34.0,0.034
2004,Under 18 years,Hospital outpatient department,30.0,0.03
2005,Under 18 years,Hospital outpatient department,33.0,0.033
2006,Under 18 years,Hospital outpatient department,31.0,0.031
2007,Under 18 years,Hospital outpatient department,25.0,0.025
2008,Under 18 years,Hospital outpatient department,34.0,0.034
2009,Under 18 years,Hospital outpatient department,30.0,0.03
2010,Under 18 years,Hospital outpatient department,34.0,0.034
2011,Under 18 years,Hospital outpatient department,37.0,0.037
2000,18-44 years,Hospital outpatient department,17.0,0.017
2001,18-44 years,Hospital outpatient department,16.0,0.016
2002,18-44 years,Hospital outpatient department,16.0,0.016
2003,18-44 years,Hospital outpatient department,19.0,0.019
2004,18-44 years,Hospital outpatient department,15.0,0.015
2005,18-44 years,Hospital outpatient department,16.0,0.016
2006,18-44 years,Hospital outpatient department,19.0,0.019
2007,18-44 years,Hospital outpatient department,16.0,0.016
2008,18-44 years,Hospital outpatient department,18.0,0.018
2009,18-44 years,Hospital outpatient department,16.0,0.016
2010,18-44 years,Hospital outpatient department,16.0,0.016
