County,State,GeoID,Total_Population,Insured,Uninsured,Percent_Insured,Percent_Uninsured
Reynolds,MO,29179,6058.0,5113.0,793.0,84.4007923407065,13.090128755364807
Ripley,MO,29181,10755.0,8929.0,1767.0,83.02185030218503,16.429567642956762
St. Charles,MO,29183,409830.0,390547.0,17418.0,95.29487836419979,4.250054900812532
St. Clair,MO,29185,9451.0,8049.0,1174.0,85.16559094275739,12.421965929531266
Ste. Genevieve,MO,29186,18551.0,17306.0,844.0,93.28877149479813,4.549619966578621
St. Francois,MO,29187,66864.0,54483.0,7275.0,81.48330940416368,10.88029432878679
St. Louis,MO,29189,996618.0,927985.0,57626.0,93.11340955110182,5.782155249052295
Saline,MO,29195,23177.0,21026.0,1775.0,90.71924752987876,7.658454502308324
Schuyler,MO,29197,4044.0,3450.0,594.0,85.31157270029674,14.688427299703264
Scotland,MO,29199,4698.0,3079.0,1577.0,65.5385270327799,33.56747552149851
Scott,MO,29201,37967.0,33047.0,4421.0,87.0413780388232,11.644322701293227
Shannon,MO,29203,7137.0,6278.0,800.0,87.9641305870814,11.20919153706039
Shelby,MO,29205,6011.0,5260.0,587.0,87.50623856263516,9.765430044917652
Stoddard,MO,29207,28547.0,24870.0,3313.0,87.1194871615231,11.605422636354083
Stone,MO,29209,31697.0,28453.0,2966.0,89.76559295832413,9.357352430829415
Sullivan,MO,29211,5903.0,5269.0,497.0,89.25969845841098,8.419447738438082
Taney,MO,29213,56382.0,47646.0,8303.0,84.50569330637437,14.72633109857756
Texas,MO,29215,24956.0,19806.0,3699.0,79.36368007693541,14.822086872896298
Vernon,MO,29217,19713.0,16285.0,3017.0,82.61046010247046,15.304621315882919
Warren,MO,29219,36467.0,33339.0,2971.0,91.4223818795075,8.147091891298983
Washington,MO,29221,23483.0,19950.0,2579.0,84.95507388323468,10.982412809266277
Wayne,MO,29223,10942.0,9282.0,1502.0,84.82909888503016,13.72692377993054
Webster,MO,29225,39868.0,33679.0,5215.0,84.47627169659879,13.080666198454901
Worth,MO,29227,1956.0,1725.0,204.0,88.19018404907976,10.429447852760736
Wright,MO,29229,18722.0,15640.0,2903.0,83.53808353808354,15.505822027561159
St. Louis,MO,29510,293109.0,262201.0,27004.0,89.4551173795414,9.212954907559986
Beaverhead,MT,30001,9590.0,8871.0,523.0,92.50260688216892,5.453597497393118
Big Horn,MT,30003,12963.0,10449.0,2374.0,80.60634112473964,18.313661960965828
Blaine,MT,30005,6997.0,5709.0,1186.0,81.59211090467343,16.950121480634557
Broadwater,MT,30007,7310.0,6772.0,482.0,92.64021887824897,6.593707250341997
Carbon,MT,30009,10877.0,9969.0,814.0,91.65210995678954,7.483681162085134
Carter,MT,30011,1361.0,1219.0,119.0,89.56649522409992,8.743570903747244
Cascade,MT,30013,84601.0,75163.0,5426.0,88.8441034975946,6.413635772626801
Chouteau,MT,30015,5888.0,5477.0,342.0,93.01970108695652,5.8084239130434785
Custer,MT,30017,11938.0,10832.0,887.0,90.73546657731613,7.430055285642487
Daniels,MT,30019,1524.0,1466.0,34.0,96.19422572178478,2.2309711286089238
Dawson,MT,30021,8874.0,8129.0,466.0,91.60468785215235,5.2512959206671175
Deer Lodge,MT,30023,9512.0,8468.0,614.0,89.02439024390245,6.4550042052144665
Fallon,MT,30025,2817.0,2521.0,232.0,89.49236776712816,8.235711750088747
Fergus,MT,30027,11581.0,9607.0,1709.0,82.95483982384941,14.756929453415077
Flathead,MT,30029,108445.0,97715.0,9840.0,90.10558347549448,9.073724007561438
Gallatin,MT,30031,122194.0,112800.0,8904.0,92.31222482282271,7.286773491333454
Garfield,MT,30033,938.0,825.0,101.0,87.95309168443497,10.767590618336886
Glacier,MT,30035,13713.0,9631.0,3988.0,70.23262597535187,29.08189309414424
Golden Valley,MT,30037,840.0,712.0,128.0,84.76190476190476,15.238095238095239
Granite,MT,30039,3419.0,3116.0,267.0,91.13775957882422,7.809300965194502
Hill,MT,30041,16260.0,14713.0,1406.0,90.48585485854859,8.646986469864698
Jefferson,MT,30043,12501.0,11688.0,630.0,93.49652027837773,5.03959683225342
Judith Basin,MT,30045,2053.0,1921.0,132.0,93.57038480272772,6.429615197272284
Lake,MT,30047,32073.0,27368.0,4501.0,85.33034016150657,14.033610825304773
Lewis and Clark,MT,30049,72580.0,67180.0,4423.0,92.55993386607881,6.093965279691375
Liberty,MT,30051,1968.0,1854.0,86.0,94.20731707317073,4.369918699186992
Lincoln,MT,30053,20656.0,17540.0,2913.0,84.9147947327653,14.102439969016267
McCone,MT,30055,1818.0,1695.0,104.0,93.23432343234323,5.720572057205721
Madison,MT,30057,8975.0,8261.0,659.0,92.04456824512535,7.342618384401114
Meagher,MT,30059,1979.0,1887.0,64.0,95.3511874684184,3.233956543708944
Mineral,MT,30061,4796.0,4368.0,397.0,91.07589658048374,8.277731442869058
Missoula,MT,30063,119639.0,111115.0,7614.0,92.87523299258604,6.364145470958467
Musselshell,MT,30065,5068.0,4587.0,453.0,90.50907655880032,8.938437253354381
Park,MT,30067,17484.0,15895.0,1469.0,90.9116906886296,8.401967513154885
Petroleum,MT,30069,401.0,376.0,25.0,93.76558603491272,6.234413965087282
Phillips,MT,30071,4224.0,3848.0,313.0,91.09848484848484,7.410037878787879
Pondera,MT,30073,6012.0,5481.0,454.0,91.1676646706587,7.551563539587491
Powder River,MT,30075,1762.0,1620.0,97.0,91.94097616345063,5.50510783200908
Powell,MT,30077,7029.0,4974.0,410.0,70.76397780623132,5.83297766396358
Prairie,MT,30079,1251.0,1158.0,70.0,92.56594724220624,5.595523581135091
Ravalli,MT,30081,45807.0,41549.0,4019.0,90.70447748160761,8.773768201366604
Richland,MT,30083,11329.0,10618.0,690.0,93.72407096831141,6.090564039191455
Roosevelt,MT,30085,10665.0,7356.0,3088.0,68.97327707454289,28.954524144397563
Rosebud,MT,30087,8236.0,6932.0,1227.0,84.16707139388052,14.898008742107818
Sanders,MT,30089,12936.0,11098.0,1713.0,85.79158936301793,13.242115027829312
Sheridan,MT,30091,3677.0,3268.0,347.0,88.87680174054935,9.437041066086485
Silver Bow,MT,30093,35589.0,32549.0,2314.0,91.4580347860294,6.502009047739469
Stillwater,MT,30095,9052.0,8572.0,411.0,94.69730446310207,4.540433053468846
Sweet Grass,MT,30097,3713.0,3345.0,340.0,90.08887691893348,9.15701589011581
Teton,MT,30099,6291.0,5845.0,341.0,92.9105070735972,5.420441901128596
Toole,MT,30101,5028.0,4077.0,337.0,81.08591885441527,6.702466189339698
Treasure,MT,30103,761.0,720.0,41.0,94.61235216819975,5.387647831800263
Valley,MT,30105,7540.0,6955.0,478.0,92.24137931034483,6.339522546419098
Wheatland,MT,30107,2049.0,1662.0,357.0,81.11273792093704,17.423133235724745
Wibaux,MT,30109,1148.0,1059.0,71.0,92.24738675958189,6.184668989547038
Yellowstone,MT,30111,167340.0,153770.0,11391.0,91.89076132425002,6.8070993187522415
Adams,NE,31001,31034.0,29169.0,1663.0,93.99046207385449,5.358638912160856
Antelope,NE,31003,6302.0,5873.0,373.0,93.19263725801333,5.918755950491907
Arthur,NE,31005,540.0,495.0,45.0,91.66666666666666,8.333333333333332
Banner,NE,31007,657.0,615.0,42.0,93.60730593607306,6.392694063926941
Blaine,NE,31009,385.0,363.0,22.0,94.28571428571428,5.714285714285714
Boone,NE,31011,5366.0,5019.0,253.0,93.53335818114051,4.714871412597838
Box Butte,NE,31013,10754.0,9765.0,835.0,90.80342198251813,7.7645527245676025
Boyd,NE,31015,1704.0,1525.0,152.0,89.49530516431925,8.92018779342723
Brown,NE,31017,2739.0,2531.0,176.0,92.40598758671048,6.425702811244979
Buffalo,NE,31019,50323.0,45847.0,3716.0,91.1054587365618,7.384297438546987
Burt,NE,31021,6730.0,6086.0,555.0,90.43090638930164,8.246656760772659
Butler,NE,31023,8413.0,7788.0,496.0,92.57102103886842,5.895637703554024
Cass,NE,31025,26963.0,25270.0,1361.0,93.721025108482,5.047657901568817
Cedar,NE,31027,8344.0,7673.0,541.0,91.95829338446788,6.4837008628954935
Chase,NE,31029,3639.0,3233.0,338.0,88.84308876064853,9.28826600714482
Cherry,NE,31031,5468.0,4984.0,432.0,91.14850036576445,7.900512070226775
Cheyenne,NE,31033,9478.0,8829.0,550.0,93.15256383203207,5.8029120067524795
Clay,NE,31035,6084.0,5507.0,472.0,90.51610782380013,7.758053911900066
Colfax,NE,31037,10541.0,9289.0,1181.0,88.12256901622237,11.203870600512285
Cuming,NE,31039,8976.0,8109.0,759.0,90.3409090909091,8.455882352941178
Custer,NE,31041,10544.0,9680.0,751.0,91.80576631259484,7.122534142640364
Dakota,NE,31043,21331.0,19480.0,1650.0,91.32248839716844,7.735221039801228
Dawes,NE,31045,8212.0,7315.0,826.0,89.0769605455431,10.05845104724793
Dawson,NE,31047,24020.0,21053.0,2749.0,87.64779350541215,11.444629475437136
Deuel,NE,31049,1865.0,1663.0,197.0,89.16890080428954,10.563002680965146
Dixon,NE,31051,5561.0,4965.0,488.0,89.28250314691603,8.775400107894264
Dodge,NE,31053,37146.0,34362.0,2286.0,92.50524955580681,6.154094653529317
Douglas,NE,31055,585461.0,528950.0,50181.0,90.34760641614045,8.571194323789287
Dundy,NE,31057,1811.0,1690.0,93.0,93.31860850358918,5.135284373274434
Fillmore,NE,31059,5551.0,5152.0,228.0,92.81210592686003,4.107368041794271
Franklin,NE,31061,2868.0,2622.0,189.0,91.42259414225941,6.589958158995817
Frontier,NE,31063,2562.0,2356.0,183.0,91.95940671350508,7.142857142857142
Furnas,NE,31065,4605.0,4236.0,292.0,91.9869706840391,6.3409337676438655
Gage,NE,31067,21646.0,20269.0,1115.0,93.63854753765129,5.151067171763836
Garden,NE,31069,1620.0,1446.0,147.0,89.25925925925927,9.074074074074074
Garfield,NE,31071,1797.0,1639.0,96.0,91.20756816917084,5.342237061769616
Gosper,NE,31073,1929.0,1680.0,218.0,87.09175738724728,11.301192327630897
Grant,NE,31075,695.0,635.0,60.0,91.36690647482014,8.633093525179856
Greeley,NE,31077,2211.0,2085.0,98.0,94.30122116689282,4.432383536861149
Hall,NE,31079,62431.0,54092.0,7668.0,86.6428537104964,12.282359725136551
Hamilton,NE,31081,9438.0,8757.0,540.0,92.78448823903369,5.72155117609663
Harlan,NE,31083,3006.0,2713.0,248.0,90.25282767797738,8.250166333998669
Hayes,NE,31085,854.0,807.0,47.0,94.49648711943794,5.50351288056206
Hitchcock,NE,31087,2601.0,2383.0,184.0,91.61860822760477,7.074202229911572
Holt,NE,31089,10093.0,9270.0,699.0,91.84583374616071,6.925591994451601
Hooker,NE,31091,613.0,529.0,48.0,86.2969004893964,7.830342577487764
Howard,NE,31093,6492.0,5992.0,449.0,92.29821318545902,6.916204559457794
Jefferson,NE,31095,7155.0,6509.0,542.0,90.97134870719776,7.5751222921034245
Johnson,NE,31097,5263.0,4082.0,216.0,77.5603268098043,4.104123123693711
Kearney,NE,31099,6697.0,6289.0,343.0,93.9077198745707,5.121696281917276
Keith,NE,31101,8239.0,7608.0,564.0,92.34130355625683,6.84549095764049
Keya Paha,NE,31103,939.0,880.0,59.0,93.71671991480298,6.283280085197019
Kimball,NE,31105,3348.0,2729.0,552.0,81.51135005973715,16.48745519713262
Knox,NE,31107,8362.0,7700.0,504.0,92.08323367615404,6.027266204257355
Lancaster,NE,31109,323673.0,298726.0,20176.0,92.29252980631686,6.2334516626348195
Lincoln,NE,31111,34122.0,31111.0,2641.0,91.17578102104214,7.739874567727566
Logan,NE,31113,812.0,756.0,56.0,93.10344827586206,6.896551724137931
Loup,NE,31115,564.0,496.0,68.0,87.94326241134752,12.056737588652481
McPherson,NE,31117,463.0,446.0,17.0,96.32829373650108,3.6717062634989204
Madison,NE,31119,35535.0,32030.0,2875.0,90.13648515548051,8.090614886731391
Merrick,NE,31121,7696.0,6999.0,596.0,90.9433471933472,7.744282744282745
Morrill,NE,31123,4544.0,4170.0,264.0,91.7693661971831,5.809859154929577
Nance,NE,31125,3342.0,3054.0,214.0,91.38240574506284,6.403351286654697
Nemaha,NE,31127,7035.0,6233.0,714.0,88.59985785358919,10.149253731343283
Nuckolls,NE,31129,4089.0,3587.0,448.0,87.72315969674736,10.956224015651749
Otoe,NE,31131,16075.0,15025.0,854.0,93.46811819595645,5.312597200622084
Pawnee,NE,31133,2539.0,2275.0,231.0,89.60220559275305,9.098070106341078
Perkins,NE,31135,2835.0,2641.0,161.0,93.15696649029982,5.679012345679013
Phelps,NE,31137,8983.0,8263.0,508.0,91.98486029166203,5.655126349771791
Pierce,NE,31139,7312.0,6749.0,449.0,92.30032822757111,6.140590809628009
Platte,NE,31141,34358.0,31735.0,2354.0,92.36567902671867,6.851388322952443
Polk,NE,31143,5209.0,4749.0,377.0,91.16913035131503,7.237473603378768
Red Willow,NE,31145,10611.0,9286.0,1110.0,87.51295825087175,10.460842521911225
Richardson,NE,31147,7797.0,7062.0,605.0,90.57329742208542,7.7593946389637045
Rock,NE,31149,1335.0,1222.0,84.0,91.53558052434457,6.292134831460674
Saline,NE,31151,14642.0,12981.0,1402.0,88.65592132222375,9.575194645540225
Sarpy,NE,31153,194051.0,180502.0,8821.0,93.01781490432927,4.545712209676838
Saunders,NE,31155,22761.0,21486.0,939.0,94.39831290365099,4.125477790958218
Scotts Bluff,NE,31157,35937.0,31817.0,3474.0,88.53549266772407,9.666917104933633
Seward,NE,31159,17636.0,16503.0,868.0,93.57564073486051,4.9217509639374
Sheridan,NE,31161,5058.0,4347.0,585.0,85.94306049822063,11.565836298932384
Sherman,NE,31163,2974.0,2750.0,171.0,92.46805648957633,5.749831876260928
Sioux,NE,31165,1197.0,1089.0,108.0,90.97744360902256,9.022556390977442
Stanton,NE,31167,5835.0,5456.0,314.0,93.50471293916024,5.381319622964867
Thayer,NE,31169,4938.0,4516.0,311.0,91.45402997164844,6.298096395301742
Thomas,NE,31171,626.0,598.0,28.0,95.52715654952077,4.472843450479233
Thurston,NE,31173,6666.0,5580.0,1016.0,83.7083708370837,15.241524152415241
Valley,NE,31175,4094.0,3806.0,242.0,92.96531509526136,5.911089399120664
Washington,NE,31177,20989.0,19865.0,942.0,94.64481395016438,4.488065176997475
Wayne,NE,31179,9786.0,9242.0,501.0,94.44103821786226,5.119558553034948
Webster,NE,31181,3385.0,3115.0,192.0,92.02363367799113,5.67208271787297
Wheeler,NE,31183,785.0,749.0,36.0,95.4140127388535,4.585987261146497
York,NE,31185,14231.0,13039.0,674.0,91.6239196121144,4.736139413955449
Churchill,NV,32001,25614.0,22145.0,2132.0,86.45662528304834,8.323573045990473
Clark,NV,32003,2293764.0,1995055.0,273855.0,86.97734378950929,11.939109690447665
Douglas,NV,32005,49624.0,46545.0,2921.0,93.79534096404966,5.886264710623892
Elko,NV,32007,53852.0,48468.0,4737.0,90.00222832949567,8.796330684097155
Esmeralda,NV,32009,962.0,889.0,66.0,92.41164241164242,6.860706860706861
Eureka,NV,32011,1660.0,1482.0,172.0,89.27710843373494,10.361445783132531
Humboldt,NV,32013,17299.0,15758.0,1372.0,91.09197063414071,7.931094282906527
Lander,NV,32015,5745.0,5416.0,294.0,94.27328111401219,5.117493472584857
Lincoln,NV,32017,4452.0,3606.0,411.0,80.99730458221023,9.231805929919137
Lyon,NV,32019,60630.0,54823.0,5394.0,90.42223321787894,8.896585848589806
Mineral,NV,32021,4557.0,4067.0,401.0,89.24731182795699,8.79964889181479
Nye,NV,32023,53207.0,47557.0,4825.0,89.38109647226868,9.06835566748736
Pershing,NV,32027,6505.0,4304.0,414.0,66.16448885472714,6.364335126825519
Storey,NV,32029,4139.0,3922.0,188.0,94.75718772650399,4.54215994201498
Washoe,NV,32031,491770.0,441057.0,47539.0,89.68765886491653,9.66691746141489
White Pine,NV,32033,8856.0,7107.0,333.0,80.25067750677508,3.760162601626017
Carson City,NV,32510,58364.0,49776.0,6011.0,85.28544993489136,10.29915701459804
Belknap,NH,33001,64300.0,59618.0,3841.0,92.7185069984448,5.973561430793157
Carroll,NH,33003,51259.0,47447.0,3397.0,92.56325718410426,6.62712889443805
Cheshire,NH,33005,76945.0,71792.0,4481.0,93.30300864253688,5.82364026252518
Coos,NH,33007,31386.0,27446.0,2080.0,87.44663225642006,6.627158605747787
Grafton,NH,33009,91759.0,85514.0,5414.0,93.19412809642651,5.900238668686451
Hillsborough,NH,33011,424732.0,395515.0,25097.0,93.12107399489561,5.908902555022932
Merrimack,NH,33013,155018.0,144289.0,7456.0,93.07886826046008,4.809764027403269
Rockingham,NH,33015,317163.0,301225.0,13807.0,94.97482367110918,4.3532820663192116
Strafford,NH,33017,131743.0,122495.0,7526.0,92.98027219662525,5.712637483585466
Sullivan,NH,33019,43529.0,40292.0,2771.0,92.5635783041191,6.365871028509728
Atlantic,NJ,34001,274704.0,251569.0,20442.0,91.57820781641331,7.441464266992837
Bergen,NJ,34003,954717.0,889999.0,58999.0,93.22123728811785,6.179737032021007
Burlington,NJ,34005,464226.0,432814.0,17194.0,93.23346818144611,3.703799442512914
Camden,NJ,34007,524042.0,485613.0,33359.0,92.66680914888501,6.365711145289882
Cape May,NJ,34009,95236.0,88611.0,5234.0,93.0435969591331,5.495820908059977
Cumberland,NJ,34011,152915.0,129552.0,14765.0,84.72157734689206,9.655691070202401
Essex,NJ,34013,854130.0,745877.0,97465.0,87.3259339913128,11.411026424548956
Gloucester,NJ,34015,304504.0,290515.0,12791.0,95.40597167853296,4.200601634132885
Hudson,NJ,34017,710478.0,627229.0,78929.0,88.2826772961302,11.109281357058205
Hunterdon,NJ,34019,129448.0,123601.0,3666.0,95.48312836042273,2.83202521475805
Mercer,NJ,34021,383286.0,349361.0,28876.0,91.14890708243975,7.53379982571761
Middlesex,NJ,34023,861535.0,793537.0,60865.0,92.10734328843286,7.064715885019181
Monmouth,NJ,34025,643615.0,606706.0,33033.0,94.26536050278504,5.132416118331611
Morris,NJ,34027,510375.0,482572.0,23956.0,94.55243693362723,4.693803575802106
Ocean,NJ,34029,646434.0,614406.0,26890.0,95.04543387259953,4.159744072867454
Passaic,NJ,34031,518289.0,453043.0,62361.0,87.41127054596951,12.032090204499806
Salem,NJ,34033,64973.0,60658.0,3255.0,93.35877980084035,5.009773290443722
Somerset,NJ,34035,346203.0,324187.0,19444.0,93.64072523923825,5.61635803271491
Sussex,NJ,34037,145117.0,139079.0,5035.0,95.83921938849342,3.469614173391126
Union,NJ,34039,572549.0,498934.0,70526.0,87.14258517611593,12.317897682119785
Warren,NJ,34041,110238.0,104279.0,5181.0,94.59442297574338,4.699831274152288
Bernalillo,NM,35001,674357.0,609166.0,57229.0,90.33286523310353,8.48645450406832
Catron,NM,35003,3685.0,3380.0,299.0,91.72320217096338,8.113975576662144
Chaves,NM,35005,64446.0,57240.0,5916.0,88.8185457592403,9.179778419141607
Cibola,NM,35006,27059.0,22377.0,3174.0,82.69706936693892,11.72992350049891
Colfax,NM,35007,12336.0,10796.0,910.0,87.51621271076525,7.376783398184177
Curry,NM,35009,47932.0,39853.0,3899.0,83.14487190186097,8.134440457314529
De Baca,NM,35011,1580.0,1410.0,156.0,89.24050632911393,9.873417721518987
Doña Ana,NM,35013,221665.0,194443.0,24023.0,87.7193061601967,10.83752509417364
Eddy,NM,35015,61114.0,54945.0,5534.0,89.90574991000425,9.055208299244036
Grant,NM,35017,27856.0,25969.0,1394.0,93.22587593337163,5.004307869040781
Guadalupe,NM,35019,4379.0,3670.0,255.0,83.80908883306691,5.823247316738982
Harding,NM,35021,748.0,702.0,44.0,93.85026737967914,5.88235294117647
Hidalgo,NM,35023,4097.0,3649.0,366.0,89.06516963631927,8.93336587747132
Lea,NM,35025,73154.0,61229.0,10250.0,83.69877245263417,14.011537304863712
Lincoln,NM,35027,20227.0,17783.0,2291.0,87.91714045582637,11.326444850941812
Los Alamos,NM,35028,19374.0,18568.0,652.0,95.83978527924022,3.365334985031485
Luna,NM,35029,25420.0,22807.0,2232.0,89.720692368214,8.780487804878048
McKinley,NM,35031,71172.0,56876.0,13729.0,79.91344910920026,19.289889282302028
Mora,NM,35033,4176.0,4094.0,82.0,98.03639846743295,1.9636015325670497
Otero,NM,35035,68235.0,56208.0,5547.0,82.37414816443174,8.129259177841282
Quay,NM,35037,8616.0,7701.0,844.0,89.38022284122563,9.79572887650882
Rio Arriba,NM,35039,40165.0,36402.0,3680.0,90.63114652060251,9.162205900659778
Roosevelt,NM,35041,19002.0,16669.0,1927.0,87.72234501631408,10.141037785496264
Sandoval,NM,35043,151538.0,142071.0,8776.0,93.7527220895089,5.791286673969565
San Juan,NM,35045,121178.0,104992.0,15028.0,86.64278994536963,12.401591047879979
San Miguel,NM,35047,27036.0,24616.0,2017.0,91.04897174138186,7.46042313951768
Santa Fe,NM,35049,155175.0,139270.0,14468.0,89.75028193974545,9.323666827775092
Sierra,NM,35051,11511.0,10809.0,461.0,93.90148553557466,4.004864911823473
Socorro,NM,35053,16308.0,14751.0,1319.0,90.45253863134658,8.088054942359578
Taos,NM,35055,34516.0,31526.0,2781.0,91.33735079383474,8.057132923861397
Torrance,NM,35057,15290.0,14087.0,1172.0,92.13211249182473,7.665140614780902
Union,NM,35059,4039.0,3187.0,426.0,78.90566972022778,10.547165139886111
Valencia,NM,35061,77382.0,69704.0,6040.0,90.07779586984053,7.80543278798687
Albany,NY,36001,315374.0,302679.0,9313.0,95.97462060918149,2.9530018327446146
Allegany,NY,36003,47027.0,44262.0,2287.0,94.1203989197695,4.863163714461905
Bronx,NY,36005,1419250.0,1300075.0,102472.0,91.60295930949445,7.220151488462216
Broome,NY,36007,197738.0,187751.0,7294.0,94.94937745906199,3.6887194166017663
Cattaraugus,NY,36009,76479.0,70922.0,4795.0,92.7339531113116,6.2696949489402325
Cayuga,NY,36011,75464.0,69579.0,3189.0,92.20157956111524,4.225856037315806
Chautauqua,NY,36013,126329.0,117954.0,6683.0,93.37048500344339,5.290155071282129
Chemung,NY,36015,82805.0,77100.0,3489.0,93.11031942515548,4.213513676710344
Chenango,NY,36017,46685.0,44633.0,1549.0,95.60458391346258,3.3179822212702152
Clinton,NY,36019,78961.0,73725.0,2199.0,93.36887830701232,2.784919137295627
Columbia,NY,36021,61245.0,57807.0,2304.0,94.38648052902278,3.7619397501836884
Cortland,NY,36023,46401.0,44404.0,1567.0,95.69621344367579,3.377082390465723
Delaware,NY,36025,44551.0,42108.0,2048.0,94.51639693834034,4.596978743462548
Dutchess,NY,36027,297144.0,278539.0,12103.0,93.73872600489999,4.073109334194869
Erie,NY,36029,950044.0,916423.0,25964.0,96.46111127484622,2.7329260539511853
Essex,NY,36031,37077.0,33809.0,1659.0,91.18591040267552,4.474472044663807
Franklin,NY,36033,47066.0,41510.0,2942.0,88.19530021671696,6.2507967534950915
Fulton,NY,36035,52787.0,50190.0,1892.0,95.08022808646068,3.5842158107109703
Genesee,NY,36037,57943.0,55159.0,2164.0,95.1952781181506,3.7347047960927116
Greene,NY,36039,47554.0,43770.0,1587.0,92.04273036968499,3.337258695377886
Hamilton,NY,36041,5102.0,4899.0,196.0,96.02116816934534,3.8416307330458643
Herkimer,NY,36043,59932.0,56741.0,2663.0,94.67563238336781,4.443369151705266
Jefferson,NY,36045,116130.0,97204.0,5939.0,83.70274692155343,5.114096271419961
Kings,NY,36047,2646306.0,2477165.0,154971.0,93.6084111210117,5.856125482087106
Lewis,NY,36049,26618.0,25023.0,1283.0,94.00781426102637,4.820046585017657
Livingston,NY,36051,61588.0,57943.0,2364.0,94.08163928037929,3.8384100798856924
Madison,NY,36053,67572.0,64881.0,2188.0,96.01758124667022,3.238027585390398
Monroe,NY,36055,754068.0,724222.0,23295.0,96.04200151710455,3.0892439408647494
Montgomery,NY,36057,49461.0,45578.0,3191.0,92.14937021087322,6.451547684033885
Nassau,NY,36059,1388138.0,1325336.0,54409.0,95.47581004194107,3.9195670747432896
New York,NY,36061,1627788.0,1549982.0,69618.0,95.22013923189014,4.2768468621220945
Niagara,NY,36063,211341.0,204253.0,5322.0,96.64617845093947,2.5182051755220236
Oneida,NY,36065,229645.0,216183.0,7444.0,94.13790851096257,3.24152496244203
Onondaga,NY,36067,471611.0,451288.0,15532.0,95.69072816367726,3.293392223675869
Ontario,NY,36069,112405.0,107985.0,3538.0,96.06779057871091,3.1475468173123975
Orange,NY,36071,403840.0,377200.0,18892.0,93.40332805071316,4.678090332805071
Orleans,NY,36073,39686.0,35867.0,2158.0,90.37695912916394,5.437685833795293
Oswego,NY,36075,117945.0,112039.0,5149.0,94.99258128788843,4.3655941328585355
Otsego,NY,36077,59738.0,56450.0,2717.0,94.49596571696408,4.548193779503833
Putnam,NY,36079,97988.0,94321.0,3210.0,96.25770502510511,3.275911336081969
Queens,NY,36081,2330124.0,2119350.0,197283.0,90.95438697683042,8.466630960412408
Rensselaer,NY,36083,160341.0,153562.0,5245.0,95.77213563592593,3.2711533544134066
Richmond,NY,36085,492734.0,470228.0,19102.0,95.43242398535519,3.876736738280695
Rockland,NY,36087,338936.0,321883.0,15320.0,94.96866665093114,4.520027379800316
St. Lawrence,NY,36089,107796.0,99025.0,6261.0,91.86333444654719,5.808193253924078
Saratoga,NY,36091,237075.0,229259.0,6163.0,96.70315301065064,2.5995992829273438
Schenectady,NY,36093,159603.0,152723.0,5319.0,95.6893040857628,3.3326441232307666
Schoharie,NY,36095,29979.0,28682.0,1214.0,95.67363821341606,4.049501317588979
Schuyler,NY,36097,17749.0,16940.0,728.0,95.44199673221027,4.1016395289875485
Seneca,NY,36099,33125.0,28784.0,2750.0,86.89509433962263,8.30188679245283
Steuben,NY,36101,93034.0,87795.0,4328.0,94.3687254122149,4.652062686759679
Suffolk,NY,36103,1525680.0,1445976.0,70146.0,94.77583765927324,4.597687588485135
Sullivan,NY,36105,79147.0,72593.0,4127.0,91.71920603434116,5.214347985394267
Tioga,NY,36107,48106.0,46489.0,1264.0,96.63867293061156,2.6275308693302293
Tompkins,NY,36109,102879.0,97904.0,4271.0,95.1642220472594,4.15147892184022
Ulster,NY,36111,182109.0,167115.0,11490.0,91.7664695319836,6.3094081017412655
Warren,NY,36113,65560.0,62796.0,2127.0,95.78401464307504,3.2443563148261134
Washington,NY,36115,60883.0,55734.0,2783.0,91.54279519734573,4.571062529770216
Wayne,NY,36117,91128.0,85402.0,5136.0,93.71653059432884,5.636028443508033
Westchester,NY,36119,996888.0,937560.0,49176.0,94.04867949057467,4.932951344584346
Wyoming,NY,36121,39980.0,35745.0,1578.0,89.4072036018009,3.9469734867433717
Yates,NY,36123,24637.0,19569.0,4783.0,79.42931363396517,19.413889678126395
Alamance,NC,37001,174286.0,156071.0,17228.0,89.54878762493831,9.88490182802979
Alexander,NC,37003,36440.0,31901.0,3069.0,87.54390779363337,8.422063666300767
Alleghany,NC,37005,11075.0,9359.0,1611.0,84.50564334085779,14.546275395033861
Anson,NC,37007,21903.0,17361.0,2660.0,79.26311464182989,12.144455097475232
Ashe,NC,37009,26831.0,23322.0,3210.0,86.92184413551489,11.963773247363124
Avery,NC,37011,17643.0,13444.0,2213.0,76.2001927109902,12.543218273536247
Beaufort,NC,37013,44597.0,39561.0,4663.0,88.70776061170034,10.45586025965872
Bertie,NC,37015,17482.0,14185.0,1791.0,81.14060176181215,10.244823246768105
Bladen,NC,37017,29591.0,26683.0,2605.0,90.17268764151261,8.80335237065324
Brunswick,NC,37019,145889.0,133335.0,11529.0,91.39482757438874,7.902583470995071
Buncombe,NC,37021,271790.0,236031.0,31917.0,86.84315096213989,11.743257662165643
Burke,NC,37023,87863.0,75793.0,9816.0,86.26270443759034,11.171938130953873
Cabarrus,NC,37025,231262.0,211643.0,17902.0,91.51654833046501,7.741003710077747
Caldwell,NC,37027,80618.0,70757.0,9018.0,87.76824034334764,11.186087474261331
Camden,NC,37029,10743.0,10298.0,323.0,95.8577678488318,3.006608954668156
